         55355368 function calls (55275794 primitive calls) in 29.405 seconds

   Ordered by: cumulative time
   List reduced from 1383 to 60 due to restriction <60>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   607990    0.151    0.000    0.844    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/dsp/colliders.py:1777(<genexpr>)
    48440    0.029    0.000    0.836    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/freeform.py:6854(_relink)
     3167    0.394    0.000    0.809    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/dsp/colliders.py:1064(collisions)
    38617    0.025    0.000    0.777    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/finalize.py:2092(materialize_frame_building)
        3    0.007    0.002    0.761    0.254 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/finalize.py:2388(_materialize_frame)
        3    0.210    0.070    0.753    0.251 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/validate.py:3757(_power_too_close)
    36937    0.016    0.000    0.745    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/finalize.py:2396(<genexpr>)
        3    0.000    0.000    0.728    0.243 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/validate.py:2766(_belt_collide)
        3    0.002    0.001    0.721    0.240 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/validate.py:2559(_belt_crossing)
        6    0.197    0.033    0.718    0.120 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/finalize.py:2968(__init__)


