         52484712 function calls (52390070 primitive calls) in 26.339 seconds

   Ordered by: internal time
   List reduced from 1550 to 60 due to restriction <60>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.156    0.016    0.196    0.020 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/freeform.py:7243(_sweep)
   592296    0.148    0.000    0.203    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/sequence_kernel.py:161(<genexpr>)
   815983    0.147    0.000    0.161    0.000 {method 'add' of 'set' objects}
   760475    0.145    0.000    0.145    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/sequence_pair.py:275(<genexpr>)
   772368    0.141    0.000    0.141    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/sequence_pair.py:198(<genexpr>)
   327079    0.135    0.000    0.185    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/slots.py:147(_unrotate)
   679895    0.130    0.000    0.131    0.000 {method 'setdefault' of 'dict' objects}
  1046336    0.129    0.000    0.129    0.000 {built-in method time.monotonic}
   804672    0.128    0.000    0.128    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/dsp/catalog.py:234(is_belt)
      268    0.126    0.000    0.227    0.001 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/freeform.py:12426(_committed_path_closes_cycle)
    51197    0.126    0.000    0.319    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/freeform.py:5400(add)
       13    0.123    0.009    0.123    0.009 {built-in method ortools.sat.python.cp_model_helper.solve}
   405508    0.119    0.000    0.157    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/dsp/rules.py:864(gate_sqr)
    16091    0.118    0.000    0.270    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/sequence_pair.py:188(_validate_variant_indices)
   474584    0.113    0.000    0.113    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/dsp/catalog.py:1727(building)
   310835    0.110    0.000    0.149    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/dsp/rules.py:177(world_gap)
       16    0.108    0.007    0.228    0.014 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/finalize.py:3089(_ordered_coordinates)
   270090    0.108    0.000    0.108    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/dsp/colliders.py:201(_qrot)


