         35438979 function calls (35372595 primitive calls) in 19.437 seconds

   Ordered by: internal time
   List reduced from 1434 to 60 due to restriction <60>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      413    1.343    0.003    1.948    0.005 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/freeform.py:7759(_astar)
   122943    1.064    0.000    1.966    0.000 /home/dannyb/.local/share/uv/python/cpython-3.14.7-linux-x86_64-gnu/lib/python3.14/dataclasses.py:1782(_replace)
        2    0.983    0.491    2.703    1.352 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/freeform.py:14731(_power_plan)
     4627    0.463    0.000    0.929    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/dsp/colliders.py:1064(collisions)
  2932476    0.377    0.000    0.377    0.000 {built-in method builtins.getattr}
        8    0.371    0.046    1.155    0.144 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/dsp/colliders.py:1742(_belt_overlap_candidates)
   216130    0.287    0.000    0.435    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/dsp/colliders.py:1418(sphere_box_overlap)
160791/160167    0.267    0.000    0.536    0.000 {built-in method builtins.min}
       14    0.260    0.019    0.260    0.019 {built-in method ortools.sat.python.cp_model_helper.solve}
      769    0.260    0.000    0.614    0.001 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/finalize.py:705(_projected_power_candidates)
  1677308    0.248    0.000    0.248    0.000 {method 'append' of 'list' objects}
  1318888    0.236    0.000    0.291    0.000 {method 'get' of 'dict' objects}
     1795    0.213    0.000    0.277    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/freeform.py:5452(junction_is_clear)
    49280    0.211    0.000    0.399    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/freeform.py:12082(<genexpr>)
       10    0.204    0.020    0.258    0.026 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/freeform.py:7243(_sweep)
    63412    0.203    0.000    0.389    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/freeform.py:13500(_projected_power_peer_possible)
210523/206869    0.193    0.000    0.301    0.000 {built-in method builtins.max}
   631438    0.168    0.000    0.247    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/freeform.py:17088(<lambda>)
  1018872    0.168    0.000    0.178    0.000 {method 'add' of 'set' objects}
   218784    0.163    0.000    0.224    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/freeform.py:5475(free)
      280    0.161    0.001    0.180    0.001 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/freeform.py:12289(_splitter_successors)
   799210    0.158    0.000    0.158    0.000 {method 'setdefault' of 'dict' objects}
1380430/1380425    0.155    0.000    0.155    0.000 {built-in method builtins.len}
