         35438979 function calls (35372595 primitive calls) in 19.437 seconds

   Ordered by: cumulative time
   List reduced from 1434 to 60 due to restriction <60>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4627    0.463    0.000    0.929    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/dsp/colliders.py:1064(collisions)
      982    0.000    0.000    0.904    0.001 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/strip_variants.py:1748(<genexpr>)
      164    0.008    0.000    0.904    0.006 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/strip_variants.py:1608(_variants)
    12490    0.056    0.000    0.903    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/freeform.py:4810(_building_collider_hits)
    10066    0.006    0.000    0.887    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/freeform.py:5012(<genexpr>)
        2    0.005    0.002    0.855    0.428 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/slots.py:1097(assign_sorter_slots)
        2    0.131    0.065    0.763    0.381 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/slots.py:1142(assign_belt_slots)
    47399    0.052    0.000    0.705    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/dsp/planet.py:625(pose)
      943    0.002    0.000    0.699    0.001 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/strip_variants.py:1519(_with_projection_safe_pitch)
      138    0.006    0.000    0.689    0.005 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/freeform.py:9490(_ends)
      321    0.002    0.000    0.686    0.002 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/finalize.py:2230(projection_safe_machine_pitch_x)
    16418    0.014    0.000    0.672    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/freeform.py:4939(_splitter_stack_geometry)
    16446    0.074    0.000    0.659    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/junction.py:246(make_splitter_stack)
    37958    0.022    0.000    0.658    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/freeform.py:6854(_relink)
     3098    0.002    0.000    0.643    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/finalize.py:2273(<genexpr>)
      220    0.005    0.000    0.641    0.003 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/finalize.py:2151(_adjacent_machine_collides_in_band)
      769    0.004    0.000    0.625    0.001 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/finalize.py:751(_projected_power_verdict)
    13770    0.019    0.000    0.624    0.000 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/finalize.py:2191(<genexpr>)
     1073    0.004    0.000    0.617    0.001 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/finalize.py:824(_projected_static_failure)
      769    0.260    0.000    0.614    0.001 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/finalize.py:705(_projected_power_candidates)
       86    0.024    0.000    0.611    0.007 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/freeform.py:6079(_emit_strip)
       40    0.000    0.000    0.585    0.015 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/finalize.py:395(sorter_failure)
        2    0.000    0.000    0.584    0.292 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/validate.py:2766(_belt_collide)
       40    0.000    0.000    0.583    0.015 /home/dannyb/sources/factorio-lab-to-blueprint/.claude/worktrees/speedups-2/src/flab2bp/layout/finalize.py:294(sorter_failure)


